Link outLinkSimilarity inLinkSimilarity lexicalSimilarity numOutLinks numInLinks length CategorySimilarity
/wiki/BRIC 0.0421052631579 0.00565280816922 0.00842514581983 199 640 31777 0
/wiki/U.S.-India_Civil_Nuclear_Cooperation_Initiative#NSG_waiver 0.0360884749709 0.00138257949832 0.00947867298578 187 195 47334 0
/wiki/Nuclear_weapons_state 0.0168539325843 0.0 0.00515907136715 162 3 6695 0
/wiki/List_of_countries_by_number_of_troops 0.0 0.00338282277767 0.0 0 505 292 0
/wiki/List_of_countries_by_military_expenditures 0.0026455026455 0.00290754022097 0.0 6 295 1035 0
/wiki/Regional_power 0.0 0.0036722071898 0.0 18 303 1531 0
/wiki/Member_state 0.0 0.000400160064026 0.0 2 113 197 0
/wiki/United_Nations 0.0296296296296 0.0623535404992 0.00977777777778 285 5732 40942 0
/wiki/Non-Aligned_Movement 0.100461893764 0.0187530052893 0.002566923359 235 1485 15792 0
/wiki/World_Trade_Organization 0.014799154334 0.0253147602465 0.0110841704191 218 2930 21787 0
/wiki/South_Asian_Association_for_Regional_Cooperation 0.0194300518135 0.0112095461942 0.00208246563932 59 784 8720 0
/wiki/East_Asia_Summit 0.0339622641509 0.00600193610842 0.004329004329 88 312 16650 0
/wiki/G20 0.0411622276029 0.00219429483343 0.00573300573301 167 134 10931 0
/wiki/Commonwealth_of_Nations 0.121848739496 0.0271357820883 0.0109136264422 425 5100 37914 0
/wiki/Shanghai_Cooperation_Organisation 0.0177664974619 0.00885289131663 0.00826149425287 67 493 20111 0
/wiki/Indus_River 0.0211416490486 0.0158582089552 0.011137360783 253 1862 23029 0
/wiki/Old_Persian 0.00625782227785 0.00287191269385 0.00305410122164 56 348 7363 0
/wiki/Hindu 0.0514851485149 0.0416710182768 0.00683890577508 354 5236 13349 0
/wiki/Sanskrit 0.0198255352895 0.0408075601375 0.011232718894 614 4832 36924 0
/wiki/Indus_River 0.0211416490486 0.0158582089552 0.011137360783 253 1862 23029 0
/wiki/Greeks 0.0133333333333 0.0124430955994 0.0107427869859 384 5198 34082 0
/wiki/Constitution_of_India 0.0377142857143 0.0120323059173 0.00458891013384 164 1287 16097 0
/wiki/Wikipedia:IPA_for_Hindi_and_Urdu 0.0 0.00691775557264 0.0 4 350 231 0
http://upload.wikimedia.org/wikipedia/commons/7/79/Hi-Bharat.ogg 0.0 0.0 0.000486381322957 0 0 5865 0
/wiki/Bharata_(emperor) 0.01625 0.00161095449054 0.006817213464 77 88 9129 0
/wiki/Hindustan 0.0168612191958 0.00353773584906 0.0019147917664 31 217 2046 0
/wiki/Wikipedia:IPA_for_Hindi_and_Urdu 0.0 0.00691775557264 0.0 4 350 231 0
http://upload.wikimedia.org/wikipedia/commons/4/46/Hindustan.ogg 0.0 0.0 0.0 0 0 0 0
/wiki/Persian_language 0.0149892933619 0.0216221602232 0.00728660652325 242 5565 25208 0
/wiki/North_India 0.044731610338 0.0170913119164 0.00609756097561 322 1587 17684 0
/wiki/Bhimbetka_rock_shelters 0.0083932853717 0.00338577972515 0.00411184210526 97 160 8581 0
/wiki/Madhya_Pradesh 0.0386473429952 0.0129625265143 0.00840064620355 402 3724 27215 0
/wiki/Indus_Valley_Civilisation 0.0233297985154 0.00101050929669 0.0107592991085 273 63 31318 0
/wiki/Common_Era 0.00225988700565 0.0160621761658 0.00604914933837 142 3154 16750 0
/wiki/Vedic_period 0.0176470588235 0.0140895309435 0.00693641618497 133 865 13100 0
/wiki/Hinduism 0.0420600858369 0.0422655298417 0.0118326912493 617 3691 42226 0
/wiki/Mahajanapadas 0.0199115044248 0.00618477000387 0.00647800886464 260 330 26245 0
/wiki/Maurya_Empire 0.0259459459459 0.0210873146623 0.0124416796267 300 1526 31031 0
/wiki/Chandragupta_Maurya 0.0222482435597 0.00590813798361 0.00627450980392 169 401 13961 0
/wiki/Ashoka_the_Great 0.0341207349081 0.0127044624424 0.0125106624964 504 1487 37960 0
/wiki/Gupta_Empire 0.026875699888 0.0124098608083 0.00897480151881 188 1306 20346 0
/wiki/Golden_Age_of_India 0.026875699888 0.000807428340735 0.00897480151881 188 68 20346 0
/wiki/South_India 0.0617870722433 0.0176299933051 0.00740979381443 402 4351 26589 0
/wiki/Chalukya_dynasty 0.0163220892274 0.00496740142813 0.0136275146009 232 1796 31316 0
/wiki/Chola_Dynasty 0.0234791889007 0.014631043257 0.0109467455621 260 1766 41410 0
/wiki/Vijayanagara_Empire 0.0227048371175 0.0102114195311 0.012174405436 327 2358 35169 0
/wiki/Science_and_technology_in_ancient_India 0.0225409836066 0.00554455445545 0.00730158730159 255 188 25308 0
/wiki/List_of_Indian_inventions_and_discoveries 0.00782268578879 0.00240529164161 0.0 19 117 589 0
/wiki/Indian_art 0.0165876777251 0.0019421246844 0.0048309178744 110 289 12682 0
/wiki/Indian_logic 0.00497512437811 0.0049029221416 0.00457570715474 65 237 9374 0
/wiki/Languages_of_India 0.0343680709534 0.0131396957123 0.00673267326733 245 986 13688 0
/wiki/Indian_literature 0.033033033033 0.00725311511996 0.011773739442 307 556 46460 0
/wiki/Indian_mathematics 0.0288461538462 0.00834072759539 0.0109727164887 264 802 44077 0
/wiki/Indian_astronomy 0.0258215962441 0.00765782592454 0.00521998508576 129 519 15486 0
/wiki/Indian_religion 0.0429319371728 0.00121876904327 0.00763358778626 285 39 19742 0
/wiki/Indian_philosophy 0.0348547717842 0.00681125649758 0.00895008605852 551 736 19647 0
/wiki/Muslim_conquest_in_the_Indian_subcontinent 0.0318225650916 0.0043593631539 0.0108333333333 458 419 41105 0
/wiki/Delhi_Sultanate 0.00993788819876 0.0120764844012 0.00346921075455 71 1199 6317 0
/wiki/Mughal_Empire 0.0263157894737 0.024198150896 0.00611951043916 227 4627 17562 0
/wiki/Akbar_the_Great 0.0232067510549 0.00457753194736 0.0104596751996 254 377 43075 0
/wiki/North-East_India 0.0176767676768 0.00333594976452 0.00394390885188 59 223 5986 0
/wiki/Ahom 0.00510204081633 0.0 0.00270635994587 40 51 4666 0
/wiki/Assam 0.0336283185841 0.0160205454323 0.0140734949179 548 3433 47391 1
/wiki/Hindu 0.0514851485149 0.0416710182768 0.00683890577508 354 5236 13349 0
/wiki/Rajput 0.0278925619835 0.00722125938764 0.01057152296 305 2236 26318 0
/wiki/Maha_Rana_Pratap 0.00876095118899 0.0 0.00503018108652 62 3 21686 0
/wiki/Mewar 0.00710059171598 0.00363427697016 0.00565428109855 112 362 9620 0
/wiki/Sikh_Empire 0.0169109357384 0.0114623133032 0.00235756385069 217 943 11859 0
/wiki/Maratha 0.0126103404792 0.00705882352941 0.00300171526587 56 1178 6186 0
/wiki/Aurangzeb 0.0163742690058 0.00771208226221 0.00880913539967 177 1011 25846 0
/wiki/Maratha_Empire 0.0174418604651 0.012474012474 0.00753228120516 179 1002 19902 0
/wiki/Colonial_India 0.0551181102362 0.00871301506626 0.00557828188918 229 671 15861 0
/wiki/Company_rule_in_India 0.0199095022624 0.00640301318267 0.0120598166908 498 455 69546 0
/wiki/Honourable_East_India_Company 0.0175438596491 0.00309541150765 0.00981354268891 206 619 27932 0
/wiki/Indian_Rebellion_of_1857 0.0230460921844 0.0140327868852 0.0150866921864 344 3014 76460 0
/wiki/British_Raj 0.0541237113402 0.027096376886 0.0107419435423 556 5229 63340 0
/wiki/Monarchy_of_the_United_Kingdom 0.00260869565217 0.00824715276869 0.0111700642279 446 2970 51455 0
/wiki/Indian_independence_movement 0.0449541284404 0.0157154673284 0.0135101325994 512 2776 57283 0
/wiki/Indian_National_Congress 0.0549199084668 0.0115001017708 0.00757326308857 196 5340 25922 0
/wiki/Subhash_Chandra_Bose 0.0279569892473 0.00531914893617 0.0100855745721 239 591 31037 0
/wiki/Bhagat_Singh 0.0144284128746 0.00364583333333 0.00813537260007 188 897 26325 0
/wiki/Revolutionary_movement_for_Indian_independence 0.0269978401728 0.00382165605096 0.00885558583106 283 630 22703 0
/wiki/Nonviolent_resistance 0.00253807106599 0.00190331176247 0.000477783086479 37 390 1634 0
/wiki/Mahatma_Gandhi 0.0220338983051 0.0117182177408 0.0165866433872 547 2535 73843 0
/wiki/Quit_India 0.0224852071006 0.00180795500201 0.00478645066274 119 97 15645 0
/wiki/Civil_disobedience 0.0103626943005 0.00477245611045 0.00898011545863 229 1014 26454 0
/wiki/India_in_World_War_II 0.03996003996 0.00471954982755 0.00618856934838 322 646 17743 0
/wiki/World_War_II 0.0173299101412 0.0529304029304 0.0121648460775 1009 6671 73056 0
/wiki/Indian_Army_during_World_War_II 0.00879765395894 0.0 0.00864 352 168 42098 0
/wiki/British_Indian_Army 0.0221975582686 0.00665715644318 0.00569692366122 180 1478 16123 0
/wiki/North_African_Campaign 0.0106382978723 0.00131126044911 0.00712025316456 124 1273 13998 0
/wiki/East_African_Campaign_(World_War_II) 0.0266055045872 0.002849002849 0.0131058358061 557 743 84374 0
/wiki/Western_Desert_Campaign 0.0110864745011 0.00160542276133 0.00502512562814 194 727 21206 0
/wiki/Italian_Campaign_(World_War_II) 0.0069848661234 0.00188162846391 0.00687547746371 130 972 14815 0
/wiki/South-East_Asian_theatre_of_World_War_II 0.0174717368962 0.0015243902439 0.00617760617761 266 389 14366 0
/wiki/Indian_National_Army 0.0316279069767 0.00465193553746 0.0105533371363 470 1163 45650 0
/wiki/Bengal_famine_of_1943 0.0100882723834 0.00570902394107 0.00546875 50 573 11763 0
/wiki/Bengal 0.0628803245436 0.0161527165932 0.0102479338843 350 2723 23630 0
/wiki/Royal_Air_Force_Mutiny_of_1946 0.00130890052356 0.0 0.0 11 8 1349 0
/wiki/Royal_Indian_Navy_Mutiny 0.0251004016064 0.00332778702163 0.0099806825499 304 569 28031 0
/wiki/INA_trials 0.0194871794872 0.000599760095962 0.0067214339059 278 199 16271 0
/wiki/Partition_of_India 0.0488636363636 0.0179511405048 0.00830162573504 218 2658 24365 0
/wiki/Dominion_of_Pakistan 0.010296010296 0.00654853620955 0.0 35 336 1740 1
/wiki/Population_transfer 0.0253807106599 0.00230149597238 0.00771952396269 291 338 27079 0
/wiki/Constitution_of_India 0.0377142857143 0.0120323059173 0.00458891013384 164 1287 16097 0
/wiki/Secularism_in_India 0.0126582278481 0.00376535869996 0.00521460088247 53 194 9778 0
/wiki/Democracy 0.0270018621974 0.013912866863 0.0110356536503 395 5180 41334 0
/wiki/Religious_violence_in_India 0.0316518298714 0.000591599290081 0.013892826765 327 184 37309 0
/wiki/Caste-related_violence_in_India 0.0100502512563 0.000203293352307 0.00535199670646 62 31 8552 0
/wiki/Naxalite 0.00975609756098 0.00531038271379 0.00472999605834 93 621 10958 0
/wiki/Terrorism_in_India 0.0313174946004 0.000391542678152 0.00691802144587 256 223 21628 0
/wiki/Insurgency_in_Jammu_and_Kashmir 0.0112079701121 0.00183924958617 0.00581878636741 86 578 9739 0
/wiki/Terrorism_in_India 0.0313174946004 0.000391542678152 0.00691802144587 256 223 21628 0
/wiki/Sino-Indian_War 0.0430351075878 0.0111818338207 0.012335746849 229 1000 59064 0
/wiki/Indo-Pakistani_War_of_1947 0.0168161434978 0.00536610697594 0.00799086757991 173 944 14771 0
/wiki/Indo-Pakistani_War_of_1965 0.0276301806589 0.00676232888009 0.0103336285799 276 1304 42266 0
/wiki/Indo-Pakistani_War_of_1971 0.025826446281 0.00732356857523 0.00865107337392 310 1244 27957 0
/wiki/Kargil_War 0.0282101167315 0.00756205819497 0.0106138841079 338 1318 41837 0
/wiki/List_of_states_with_nuclear_weapons 0.0168539325843 0.00501020597513 0.00515907136715 162 556 6695 0
/wiki/Smiling_Buddha 0.0114649681529 0.00622446994748 0.0040504050405 45 301 4711 0
/wiki/Pokhran-II 0.0216560509554 0.00544535200311 0.00554938956715 55 288 17864 0
/wiki/Socialist_economics 0.0043057050592 0.00185977310768 0.0108983799705 223 505 38304 0
/wiki/License_Raj 0.00518806744488 0.0 0.00269058295964 21 21 4287 0
/wiki/Protectionism 0.0049504950495 0.00558281170699 0.00661035622475 74 1076 17516 0
/wiki/Corruption_in_India 0.0149625935162 0.000201085863664 0.00468806346917 76 84 15372 0
/wiki/Economic_liberalisation_in_India 0.018779342723 0.00453470031546 0.00654664484452 129 215 9221 0
/wiki/List_of_countries_by_GDP_(real)_growth_rate 0.0105540897098 0.000607287449393 0.00143334925944 13 53 2110 0
/wiki/Indian_Plate 0.00512163892446 0.00197160883281 0.00189035916824 31 204 2630 0
/wiki/Indo-Australian_Plate 0.01625 0.00115986854823 0.00370541917554 63 377 3321 0
/wiki/Gondwana 0.0178359096314 0.00456140350877 0.0046511627907 128 858 8097 0
/wiki/Plate_tectonics 0.00845665961945 0.00540394487976 0.0131926121372 248 2786 46933 0
/wiki/Eurasian_Plate 0.00387596899225 0.00339943342776 0.000488758553275 24 432 1098 0
/wiki/Subduction 0.00498753117207 0.00205937875408 0.00571895424837 59 995 11163 0
/wiki/Himalayas 0.0487804878049 0.0233785822021 0.00753012048193 226 3354 16871 0
/wiki/North_India 0.044731610338 0.0170913119164 0.00609756097561 322 1587 17684 0
/wiki/North-East_India 0.0176767676768 0.00333594976452 0.00394390885188 59 223 5986 0
/wiki/Trough_(geology) 0.0 0.000401042711049 0.000992555831266 7 99 342 0
/wiki/Indo-Gangetic_Plain 0.0289687137891 0.0128771155261 0.0054347826087 173 666 8971 0
/wiki/Aravalli_Range 0.00766283524904 0.00489907897315 0.00231267345051 42 245 2715 0
/wiki/Thar_Desert 0.0217391304348 0.00995835596596 0.0092204526404 436 697 37340 0
/wiki/Satpura_Range 0.0155440414508 0.00435126582278 0.0040668775418 31 194 4416 0
/wiki/Vindhya_Range 0.012853470437 0.00527962456003 0.000472143531634 36 269 2625 0
/wiki/Chota_Nagpur_Plateau 0.013431013431 0.00450196961171 0.00716560509554 83 474 13734 0
/wiki/Deccan_Plateau 0.0351473922902 0.0141143260409 0.00432220039293 172 904 11678 0
/wiki/Western_Ghats 0.0230125523013 0.00962284650008 0.00703964431271 259 1657 17877 0
/wiki/Eastern_Ghats 0.0149625935162 0.00294207162423 0.00232018561485 71 4996 3679 0
/wiki/Mudflat 0.003861003861 0.00179083094556 0.000478927203065 26 716 1504 0
/wiki/Ganges 0.0234899328859 0.013599537037 0.00590072891357 209 2254 20899 0
/wiki/Brahmaputra_River 0.0137672090113 0.0068333033627 0.00568412505075 59 764 10370 0
/wiki/Bay_of_Bengal 0.0370786516854 0.0111040609137 0.00681302043906 208 1484 13908 0
/wiki/Yamuna 0.0167597765363 0.00712758374911 0.00906782734857 206 807 17625 0
/wiki/Kosi_River 0.0133171912833 0.00199123855038 0.00839454354669 111 142 22751 0
/wiki/Godavari_River 0.00836320191159 0.00488157656843 0.00846381718155 92 705 8601 0
/wiki/Mahanadi_River 0.00637755102041 0.00330932450847 0.00351493848858 35 275 5987 0
/wiki/Kaveri_River 0.0144057623049 0.0062630480167 0.00721062618596 108 963 15508 0
/wiki/Krishna_River 0.00714285714286 0.00496871549503 0.00718816067653 113 596 9051 0
/wiki/Narmada_River 0.0277492291881 0.00523364485981 0.0121263395375 279 496 46285 0
/wiki/Tapti_River 0.0119474313023 0.00306513409962 0.0041417395306 99 354 4479 0
/wiki/Arabian_Sea 0.0230024213075 0.013815585222 0.00133451957295 121 1656 5515 0
/wiki/Rann_of_Kutch 0.0182038834951 0.0028028028028 0.00346470333478 95 119 6402 0
/wiki/Sundarbans 0.0162271805274 0.0058769513315 0.00912131346914 283 618 29862 0
/wiki/Lakshadweep 0.0208333333333 0.014858575009 0.00351150994928 206 795 12906 0
/wiki/Andaman_and_Nicobar_Islands 0.0319270239453 0.0151825315592 0.0072298325723 183 1081 13398 0
/wiki/Andaman_Sea 0.012865497076 0.0043265613243 0.00667976424361 122 449 11871 0
/wiki/Monsoon 0.0326209223847 0.0191082802548 0.00703182827535 194 2012 17205 0
/wiki/Katabatic_wind 0.001287001287 0.000603743207889 0.00092936802974 24 82 3095 0
/wiki/Climate_of_India#Tropical_wet 0.0595482546201 0.0046786004882 0.010200927357 299 49 37078 0
/wiki/Climate_of_India#Tropical_dry 0.0595482546201 0.0046786004882 0.010200927357 299 49 37078 0
/wiki/Climate_of_India#Subtropical_humid 0.0595482546201 0.0046786004882 0.010200927357 299 49 37078 0
/wiki/Climate_of_India#Montane 0.0595482546201 0.0046786004882 0.010200927357 299 49 37078 0
/wiki/Indomalaya_ecozone 0.0283251231527 0.00507119173006 0.00362154821186 87 280 4241 0
/wiki/Biodiversity 0.00513347022587 0.00694927032662 0.01152562936 286 3824 32332 0
/wiki/Megadiverse_countries 0.0131406044678 0.00101317122594 0.0 18 51 1873 0
/wiki/List_of_ecoregions_in_India 0.00655307994758 0.00409197194076 0.00049504950495 14 278 515 0
/wiki/Shola 0.00746268656716 0.000201897839693 0.00403045230631 59 64 4140 0
/wiki/South_Western_Ghats_montane_rain_forests 0.0111801242236 0.00121629839854 0.00314183123878 60 49 4398 0
/wiki/Endemism 0.00258064516129 0.00575037707391 0.00140977443609 23 5811 2415 0
/wiki/Tropical_and_subtropical_moist_broadleaf_forests 0.00646830530401 0.00512070226774 0.0 24 623 1119 0
/wiki/Andaman_Islands 0.0311418685121 0.00418943533698 0.00729673384295 154 626 19410 0
/wiki/Western_Ghats 0.0230125523013 0.00962284650008 0.00703964431271 259 1657 17877 0
/wiki/Northeastern_India 0.0176767676768 0.0 0.00394390885188 59 6 5986 0
/wiki/Temperate_coniferous_forest 0.00646830530401 0.00402635431918 0.00242954324587 27 617 1086 0
/wiki/Shorea_robusta 0.0177215189873 0.0028028028028 0.00270513976555 52 122 3867 0
/wiki/Teak 0.00995024875622 0.0052170672629 0.00387931034483 65 517 6499 0
/wiki/Acacia_nilotica 0.0135467980296 0.00160320641283 0.0022758306782 80 111 3632 0
/wiki/Deserts_and_xeric_shrublands 0.0 0.00344431687715 0.00143815915628 32 360 1562 0
/wiki/Neem 0.0203106332139 0.00256562068285 0.00440528634361 114 190 9591 0
/wiki/Sacred_fig 0.0114358322745 0.00158950923902 0.00422336931018 44 164 2585 0
/wiki/Mohenjo-daro 0.0074812967581 0.00494014820445 0.00481154771451 62 422 10595 0
/wiki/Gautama_Buddha 0.0141093474427 0.020213116555 0.0145102781137 490 4863 33047 0
/wiki/Taxon 0.0 0.00389168153073 0.00279199627734 25 1339 3123 0
/wiki/Indian_plate 0.00512163892446 0.000813504169209 0.00189035916824 31 31 2630 0
/wiki/Indian_Plate 0.00512163892446 0.00197160883281 0.00189035916824 31 204 2630 0
/wiki/Plate_tectonics 0.00845665961945 0.00540394487976 0.0131926121372 248 2786 46933 0
/wiki/Laurasia 0.00864197530864 0.00175131348511 0.00414746543779 83 265 3679 0
/wiki/Deccan_Traps 0.00763358778626 0.00199163513244 0.00318616294948 40 143 4222 0
/wiki/Zoogeography 0.0 0.000201897839693 0.00190930787589 10 64 2040 0
/wiki/Nilgiri_Langur 0.00393184796855 0.000399361022364 0.00147058823529 12 122 741 0
/wiki/Bufo_beddomii 0.00263852242744 0.0 0.001953125 6 11 978 0
/wiki/World_Conservation_Union 0.00509554140127 0.00245398773006 0.00333750521485 37 829 8686 0
/wiki/List_of_endangered_species_in_India 0.00131406044678 0.00040428542551 0.000496770988574 9 59 508 0
/wiki/Asiatic_Lion 0.0120918984281 0.00236127508855 0.00514647664291 99 221 11961 0
/wiki/Bengal_Tiger 0.0198135198135 0.00208649468892 0.0103024260552 140 393 25539 0
/wiki/Indian_White-rumped_Vulture 0.0102171136654 0.000603136308806 0.00248550124275 40 90 8658 0
/wiki/Diclofenac 0.00928792569659 0.00150971881487 0.00585023400936 250 418 13097 0
/wiki/National_parks_of_India 0.0229591836735 0.0046711509716 0.00139275766017 49 496 2976 0
/wiki/Protected_areas_of_India 0.0204342273308 0.00436101630641 0.00269784172662 48 407 4431 0
/wiki/Wildlife_Protection_Act_of_1972 0.00393700787402 0.00100401606426 0.000957395883198 12 96 1713 0
/wiki/Project_Tiger 0.00260078023407 0.00198294665873 0.00433651344319 18 170 5971 0
/wiki/Wildlife_sanctuaries_of_India 0.00262467191601 0.00430865648257 0.000494315373208 10 238 659 0
/wiki/Biosphere_reserves_of_India 0.0197368421053 0.00412735849057 0.00144997583374 21 219 1293 0
/wiki/World_Network_of_Biosphere_Reserves 0.0 0.000403225806452 0.0 1 72 937 0
/wiki/List_of_Ramsar_Sites_in_India 0.00130890052356 0.00040494027131 0.0 11 51 535 0
/wiki/Ramsar_Convention 0.0940476190476 0.00191437521754 0.00179775280899 170 891 3432 0
/wiki/Multi-party_system 0.0167958656331 0.0063025210084 0.0018779342723 33 873 2519 0
/wiki/Wikipedia:Citation_needed 0.0 0.062520316394 0.000499750124938 2 4916 186 0
/wiki/Federal_government 0.00777202072539 0.00117256204808 0.000935016362786 24 233 3047 0
/wiki/Indian_National_Congress 0.0549199084668 0.0115001017708 0.00757326308857 196 5340 25922 0
