Link outLinkSimilarity inLinkSimilarity lexicalSimilarity numOutLinks numInLinks length CategorySimilarity
/wiki/Forbes 0.00514138817481 0.0110370200046 0.0611677479147 60 4503 9731 0
/wiki/NORAD_Tracks_Santa 0.010775862069 0.000832639467111 0.0492923377257 149 326 6904 0
/wiki/Google_Earth 0.0236686390533 0.0186656577122 0.122226400903 213 3596 29613 0
/wiki/AOL 0.0220264317181 0.0131563065782 0.144682605111 154 4034 21776 1
/wiki/GeoEye 0.00821917808219 0.000654735923178 0.0446339017051 36 105 5302 1
/wiki/Google_Earth 0.0236686390533 0.0186656577122 0.122226400903 213 3596 29613 0
/wiki/Vandenberg_Air_Force_Base 0.0030959752322 0.000455719276925 0.0712155108128 697 2195 24954 0
/wiki/Life_Magazine 0.0119521912351 0.000821861516334 0.116780452749 200 385 28496 0
/wiki/Watermark 0.0 0.000416840350146 0.0401188707281 30 315 5477 0
/wiki/Public_domain 0.00473933649289 0.0017183867381 0.0646352723915 103 5434 11020 0
/wiki/Google_Energy 0.00291545189504 0.000222816399287 0.0355603448276 11 3 1663 0
/wiki/Federal_Trade_Commission 0.00547945205479 0.00447093889717 0.0828729281768 38 908 11316 0
/wiki/DoubleClick 0.0217983651226 0.0235394821314 0.0757050964869 47 298 6599 1
/wiki/Google_Analytics 0.0108991825613 0.0237331622835 0.0895813047712 44 305 8564 0
/wiki/AdWords 0.0275482093664 0.0280671911546 0.114738358137 43 359 11170 0
/wiki/AdSense 0.0108108108108 0.0264281358 0.0987535953979 45 575 10667 0
/wiki/Click_fraud 0.0139275766017 0.0027885027885 0.0817790530846 35 190 9484 0
/wiki/Digital_Millennium_Copyright_Act 0.0124069478908 0.00497607655502 0.110691823899 83 802 18410 0
/wiki/Oceana_(non-profit_group) 0.0 0.00021630975557 0.0293522267206 6 138 3194 0
/wiki/Antitrust 0.00396825396825 0.00294521892794 0.121943267036 204 622 43015 0
/wiki/U.S._Department_of_Justice 0.0 0.00122549019608 0.0489372219476 65 416 5873 0
/wiki/Tech_demo 0.00293255131965 0.000219442615756 0.019764957265 11 73 1625 0
/wiki/Google_Search 0.0493827160494 0.0245408743702 0.11734253667 97 2233 17522 1
/wiki/Search_engine 0.0269607843137 0.028757460662 0.102107728337 95 1202 12047 0
/wiki/Market_research 0.00529100529101 0.00138067061144 0.0308959835221 48 609 3552 0
/wiki/ComScore 0.00558659217877 0.00217296827466 0.0944808231993 29 126 10183 1
/wiki/United_States 0.00888888888889 0.0059166211542 0.111613074674 875 6763 65706 0
/wiki/Market_share 0.00581395348837 0.0038854805726 0.016111707841 13 423 1243 0
/wiki/Web_page 0.00755667506297 0.00723611766557 0.0722142515543 81 1925 9727 0
/wiki/Keyword_(Internet_search) 0.00287356321839 0.00199866755496 0.021186440678 17 26 1778 0
/wiki/Operation_(mathematics) 0.0 0.000215192597375 0.0221992772328 48 162 3925 0
/wiki/The_New_York_Times 0.0102739726027 0.0105349289148 0.135617416131 283 5509 33069 0
/wiki/Caching 0.0129533678756 0.00131752305665 0.0578823529412 64 74 10007 0
/wiki/Field_v._Google 0.00842696629213 0.0 0.0540404040404 26 8 6097 0
/wiki/2600:_The_Hacker_Quarterly 0.00522193211488 0.00128783000644 0.0457286432161 53 187 4009 0
/wiki/Google_Instant 0.0493827160494 0.00022271714922 0.11734253667 97 5 17522 1
/wiki/PageRank 0.0148148148148 0.0328546134173 0.115352348993 92 780 24514 1
/wiki/National_Security_Agency 0.0038240917782 0.00466345406498 0.111923076923 212 2078 25292 0
/wiki/Central_Intelligence_Agency 0.00170357751278 0.00390263941666 0.137214137214 309 5395 60393 0
/wiki/Google_News 0.0078125 0.0243393602225 0.081742535487 55 1411 7560 0
/wiki/Google_Maps 0.0179372197309 0.0223704866562 0.129794653235 148 3354 31188 0
/wiki/Google_Video 0.005 0.0045766590389 0.0953716690042 84 343 11975 0
/wiki/Google_Desktop 0.016393442623 0.0249893208031 0.0789343857918 41 313 7929 0
/wiki/United_States_Patent_and_Trademark_Office 0.0025706940874 0.00450775333574 0.081400636653 63 1130 12322 0
/wiki/Google_Books 0.0102827763496 0.0167134317433 0.128286491387 68 3872 16944 0
/wiki/Authors_Guild 0.0 0.000437541019471 0.0547738693467 17 87 5503 0
/wiki/New_York_City 0.00604838709677 0.00623020063358 0.11519536903 736 5047 57862 0
/wiki/Amazon.com 0.214428857715 0.0211274971237 0.147372429551 289 5419 25263 3
/wiki/Bing_(search_engine) 0.0289855072464 0.00911736178468 0.124048365428 108 756 16125 0
/wiki/Thumbnails 0.00561797752809 0.000222172850478 0.0286906624935 26 16 2709 0
/wiki/English_language 0.0071530758226 0.0038254046101 0.0989280245023 475 5776 49686 0
/wiki/Beta_phase 0.0138888888889 0.000222617987533 0.0866858237548 38 7 10771 0
/wiki/Gigabyte 0.00272479564033 0.00461729710531 0.039066463724 38 1180 4537 0
/wiki/AJAX 0.00544959128065 0.00188363331938 0.0425752855659 41 301 3934 0
/wiki/Steve_Ballmer 0.0134048257373 0.00498007968127 0.0647732934728 48 560 5495 0
/wiki/Liz_Figueroa 0.0 0.0 0.0129101667563 7 27 841 0
/wiki/Google_Docs 0.0188172043011 0.0249697946033 0.0774683544304 53 617 6524 0
/wiki/Microsoft_Word 0.0047619047619 0.00539752005835 0.111610793132 110 2424 23459 0
/wiki/Gmail 0.0360824742268 0.025 0.137381567614 78 3649 21032 0
/wiki/Google_Calendar 0.0217983651226 0.0224023895882 0.064483627204 50 306 5553 0
/wiki/Google_Apps 0.0229885057471 0.0244213208749 0.0727272727273 24 338 6433 0
/wiki/Google_Search_Appliance 0.0 0.024777222343 0.0323759791123 9 231 3148 1
/wiki/Google_Mini 0.0 0.000222766763199 0.0323759791123 9 4 3148 1
/wiki/Google_Search 0.0493827160494 0.0245408743702 0.11734253667 97 2233 17522 1
/wiki/Google_Apps 0.0229885057471 0.0244213208749 0.0727272727273 24 338 6433 0
/wiki/Lakehead_University 0.00284090909091 0.000841042893188 0.0456105934282 23 274 6790 0
/wiki/Thunder_Bay 0.00488599348534 0.000845165652468 0.0884795955218 323 1475 29172 0
/wiki/Postini 0.00859598853868 0.00111160515785 0.0252145922747 19 17 1222 0
/wiki/Google_Translate 0.0113636363636 0.0217523886969 0.0487062404871 24 541 4576 0
/wiki/Machine_translation 0.0188235294118 0.00287356321839 0.095406360424 116 408 14902 0
/wiki/Corpus_linguistics 0.0 0.000650618087183 0.0413223140496 51 128 5854 0
/wiki/United_Nations 0.00363636363636 0.00511432009627 0.114619080302 285 5732 40885 0
/wiki/European_Parliament 0.00318979266348 0.00379626700411 0.115853658537 355 5064 48401 0
/wiki/Google_News 0.0078125 0.0243393602225 0.081742535487 55 1411 7560 0
/wiki/San_Francisco 0.0056 0.00532964863798 0.104654291095 1226 5756 66134 0
/wiki/Internet_service_provider 0.00536193029491 0.0104255520804 0.0513347022587 50 6280 4529 0
/wiki/EarthLink 0.015306122449 0.00209511837419 0.0863309352518 68 300 8886 1
/wiki/Comcast 0.174789915966 0.014508014508 0.158881578947 415 4334 45250 2
/wiki/Verizon 0.0121457489879 0.0055091523014 0.119711971197 205 1172 16093 1
/wiki/Network_neutrality 0.0255319148936 0.00417798203468 0.149914236707 218 333 45379 0
/wiki/Vint_Cerf 0.0152173913043 0.00463743676223 0.0678605089538 150 291 8096 0
/wiki/Mountain_View,_California 0.0175746924429 0.0114922514365 0.0757701915071 287 1347 17132 0
/wiki/California 0.00662983425414 0.00651395071111 0.099589923843 704 4785 53331 0
/wiki/Apple_Inc. 0.173076923077 0.0314117222289 0.169876203576 486 4376 42721 2
/wiki/IPhone 0.0242718446602 0.012166949022 0.144079397673 362 2125 47179 0
/wiki/Android_(mobile_phone_platform) 0.045652173913 0.000664599025255 0.126498553121 168 31 23608 1
/wiki/Operating_system 0.00616332819723 0.0171491980228 0.137611530542 423 5713 51372 0
/wiki/Open_source 0.0148305084746 0.0152933832709 0.141857753595 162 5383 27320 0
/wiki/Apache_License 0.0 0.00485154279061 0.0358814352574 22 715 4203 0
/wiki/Software_development_kit 0.0141242937853 0.00285074322948 0.0331753554502 26 462 2586 0
/wiki/T-Mobile 0.0191897654584 0.00806602888764 0.128872366791 176 900 24182 0
/wiki/T-Mobile_G1 0.0134770889488 0.000442575791104 0.058764940239 44 35 6611 0
/wiki/Nexus_One 0.0118764845606 0.0223345975558 0.10199556541 111 368 17193 1
/wiki/Google_Wave 0.0104438642298 0.0228339735382 0.0998116760829 62 307 11736 0
/wiki/Google_Wave 0.0104438642298 0.0228339735382 0.0998116760829 62 307 11736 0
/wiki/Google_Chrome 0.0213219616205 0.0250551528522 0.13351822504 176 2029 28242 0
/wiki/Open-source_software 0.0194805194805 0.00899400399734 0.12595712098 179 1626 31176 0
/wiki/Web_browser 0.0248138957816 0.0176991150442 0.0777777777778 86 3383 8859 0
/wiki/Google_Chrome_OS 0.0385604113111 0.0244316974719 0.115808014091 74 342 16709 1
/wiki/Linux 0.0224 0.0218491012808 0.127971473851 392 5061 30066 0
/wiki/Fortune_(magazine) 0.0111420612813 0.00692216782036 0.0449667858968 35 1504 3850 0
/wiki/Universum_Communications 0.0 0.0 0.0209003215434 2 2 1395 0
/wiki/Initial_public_offering 0.00791556728232 0.00958466453674 0.0907398790135 55 1929 12769 0
/wiki/IPO 0.00791556728232 0.00362683860568 0.0907398790135 55 495 12769 0
/wiki/Sergey_Brin 0.025 0.0357960457856 0.11375 171 493 17536 0
/wiki/Larry_Page 0.0156657963446 0.0360696517413 0.0742744712248 61 526 6836 0
/wiki/Eric_Schmidt 0.0205128205128 0.0298570227082 0.0889767671775 70 422 7357 0
/wiki/YouTube 0.0428265524625 0.0233090945313 0.145249058183 171 5842 22126 1
/wiki/Facebook 0.036170212766 0.0167986304301 0.161185546082 181 5025 25703 0
/wiki/Facebook 0.036170212766 0.0167986304301 0.161185546082 181 5025 25703 0
/wiki/Hayneedle 0.0028818443804 0.000221975582686 0.0472801220132 15 20 4575 0
/wiki/Gmail 0.0360824742268 0.025 0.137381567614 78 3649 21032 0
/wiki/Google_News 0.0078125 0.0243393602225 0.081742535487 55 1411 7560 0
/wiki/Orkut 0.0168269230769 0.0238521168754 0.131087662338 118 665 23466 0
/wiki/AdSense 0.0108108108108 0.0264281358 0.0987535953979 45 575 10667 0
/wiki/Stanford_University 0.011811023622 0.0158878504673 0.126604956703 598 5412 52166 0
/wiki/Marissa_Mayer 0.0174418604651 0.00177030316442 0.0244550770867 17 41 1546 0
/wiki/Mountain_View,_California 0.0175746924429 0.0114922514365 0.0757701915071 287 1347 17132 0
/wiki/California 0.00662983425414 0.00651395071111 0.099589923843 704 4785 53331 0
/wiki/Googleplex 0.0168067226891 0.0285893155259 0.0475703324808 31 443 3758 1
/wiki/Googolplex 0.00259067357513 0.00187734668335 0.0374251497006 72 318 5811 0
/wiki/Lava_lamps 0.00276243093923 0.0 0.0330374753452 32 2 4867 0
/wiki/Table_football 0.0026455026455 0.000614628149969 0.0688868613139 53 407 10193 0
/wiki/Billiard_table 0.0 0.000206440957886 0.0580969807868 93 392 13414 0
/wiki/Eighth_Avenue 0.00277008310249 0.00022143489814 0.0158394931362 29 31 1812 0
/wiki/Google_Maps 0.0179372197309 0.0223704866562 0.129794653235 148 3354 31188 0
/wiki/Google_Spreadsheet 0.0188172043011 0.000222766763199 0.0774683544304 53 4 6524 0
/wiki/Mountain_View,_California 0.0175746924429 0.0114922514365 0.0757701915071 287 1347 17132 0
/wiki/Air_hockey 0.008356545961 0.000219394471259 0.0471102476931 29 73 5908 0
/wiki/Carnegie_Mellon 0.0124223602484 0.00213758258842 0.108841141247 605 671 34746 0
/wiki/Pittsburgh 0.00283085633404 0.00358910891089 0.107897934386 1334 3654 80546 0
/wiki/Ann_Arbor 0.00393184796855 0.000761179828735 0.110433604336 481 773 37124 0
/wiki/Michigan 0.00190839694656 0.00499619854459 0.104184704185 824 4767 57208 0
/wiki/Solar_panels 0.0 0.000433839479393 0.0540792540793 89 126 9580 0
/wiki/Megawatt 0.00250626566416 0.000604594921403 0.0471204188482 76 2134 8608 0
/wiki/National_Semiconductor 0.0141242937853 0.00448717948718 0.092819614711 30 215 16476 0
/wiki/Harper's_Magazine 0.0 0.00138528138528 0.0388862217955 47 1333 5719 0
/wiki/Don't_be_evil 0.0168067226891 0.0241379310345 0.0606950562898 31 267 6553 1
/wiki/April_Fools'_Day 0.0 0.00502431118314 0.0428840716305 54 1756 7863 0
/wiki/Google's_hoaxes#2000 0.0255319148936 0.00979083222074 0.131812910707 166 54 25284 1
/wiki/TiSP 0.0255319148936 0.0 0.131812910707 166 1 25284 1
/wiki/Fiber-optic 0.00152671755725 0.000217770034843 0.0916923076923 362 107 52274 0
/wiki/Gmail 0.0360824742268 0.025 0.137381567614 78 3649 21032 0
/wiki/Gmail_Paper 0.0255319148936 0.0 0.131812910707 166 1 25284 1
/wiki/Topeka,_Kansas 0.00154083204931 0.00263729444617 0.0937618147448 342 2013 25462 0
/wiki/Google_Fiber 0.0169014084507 0.0233318796337 0.0395421436004 29 207 2989 1
/wiki/Easter_egg_(virtual) 0.0116279069767 0.00084388185654 0.0675868633984 112 258 7697 0
/wiki/Swedish_Chef 0.00763358778626 0.000834898768524 0.0585009140768 68 314 9597 0
/wiki/Pig_Latin 0.00282485875706 0.000522011484253 0.0259806418747 23 1275 3359 0
/wiki/Leetspeak 0.00689655172414 0.000438788942519 0.0793310463122 115 74 15692 0
/wiki/Elmer_Fudd 0.00218340611354 0.000402414486922 0.061763510768 144 493 16420 0
/wiki/Klingon_language 0.0 0.00116189000775 0.0783762057878 145 719 18213 0
/wiki/Answer_to_the_Ultimate_Question_of_Life,_the_Universe,_and_Everything 0.0131868131868 0.000666963094709 0.0798654897016 140 15 16670 0
/wiki/Douglas_Adams 0.0030959752322 0.00416875104219 0.0990297758448 376 1537 37537 0
/wiki/The_Hitchhiker's_Guide_to_the_Galaxy 0.0018315018315 0.00455702988875 0.0990353697749 237 3602 46176 0
/wiki/Google.org 0.028818443804 0.0244218716231 0.0382368560807 24 254 2208 1
/wiki/Climate_change 0.0 0.00416522040958 0.0748213535099 149 4265 16383 0
/wiki/Poverty 0.00324675324675 0.00244813812653 0.113283884019 374 3318 38374 0
/wiki/Plug-in_hybrid 0.0135951661631 0.00176021904948 0.138451856514 450 748 64858 0
/wiki/Electric_vehicle 0.00335008375209 0.00134719014627 0.126265822785 326 751 52183 0
/wiki/Larry_Brilliant 0.00546448087432 0.000883587364701 0.0389144905274 42 45 3312 0
/wiki/Network_neutrality 0.0255319148936 0.00417798203468 0.149914236707 218 333 45379 0
/wiki/Vint_Cerf 0.0152173913043 0.00463743676223 0.0678605089538 150 291 8096 0
/wiki/Internet_Protocol 0.00493827160494 0.00402802101576 0.0550146056475 92 1265 8276 0
/wiki/Eric_Schmidt 0.0205128205128 0.0298570227082 0.0889767671775 70 422 7357 0
/wiki/Privacy_International 0.0140515222482 0.000863557858377 0.107966913365 115 150 15851 0
/wiki/HTTP_cookie 0.0205479452055 0.0094679038061 0.132609538581 141 861 38417 0
/wiki/Data_logger 0.0 0.00128205128205 0.0382848392037 12 202 3402 0
/wiki/Google_Buzz 0.0276243093923 0.0236406619385 0.0878578479763 40 287 7293 0
/wiki/Gmail 0.0360824742268 0.025 0.137381567614 78 3649 21032 0
/wiki/Internet_censorship_in_the_People's_Republic_of_China 0.0281995661605 0.00478468899522 0.136976320583 172 357 34255 0
/wiki/Great_Firewall_of_China 0.0110192837466 0.0040755040755 0.0448293428426 35 204 3676 0
/wiki/Bill_de_Blasio 0.00274725274725 0.000221729490022 0.0361990950226 41 25 4577 0
/wiki/Gigabyte 0.00272479564033 0.00461729710531 0.039066463724 38 1180 4537 0
/wiki/Wi-Fi 0.0146137787056 0.00614304519526 0.118850846124 193 2464 26051 0
/wiki/Privacy_policy 0.0112994350282 0.00131090233778 0.0703125 25 98 7821 0
/wiki/Consumer_Watchdog 0.00588235294118 0.000443557329785 0.0230686695279 9 28 1108 0
/wiki/Sasken_Communication_Technologies 0.00275482093664 0.00620567375887 0.0307612095933 33 57 2610 0
/wiki/Teleca 0.00833333333333 0.0059946714032 0.0207116303771 34 45 1433 0
/wiki/The_Astonishing_Tribe 0.00877192982456 0.00578163219924 0.0292553191489 12 37 1585 0
/wiki/Wind_River_Systems 0.0183727034121 0.00680122860904 0.055387713998 66 103 5759 0
/wiki/Activision_Blizzard 0.271708683473 0.0186192468619 0.0525 125 384 5119 2
/wiki/Adobe_Systems 0.22602739726 0.025650035137 0.0962861072902 236 1362 12237 2
/wiki/Akamai_Technologies 0.259842519685 0.0213554151231 0.0721295387635 152 202 6651 4
/wiki/Altera 0.277936962751 0.0193773133029 0.0591085271318 115 196 7079 2
/wiki/Amazon.com 0.214428857715 0.0211274971237 0.147372429551 289 5419 25263 3
/wiki/Amgen 0.270491803279 0.0192993496958 0.0555555555556 134 376 4303 2
